weather,energy,valence,tempo,acousticness,loudness
cloudy,0.5046924662812114,0.5916425005470333,107.32897221974076,0.3451935474348563,-11.018271429084656
snowy,0.3660936224142536,0.6075427293975864,110.93453001702476,1.0,-26.237419257605332
cloudy,0.2976173029923418,0.3917106717122087,111.5028422968388,0.6403039354469563,-7.489097032501515
rainy,0.5726567409394369,0.5508253466727556,98.6475072067404,0.7409555855566173,-13.102804072170144
sunny,0.7406792286765648,0.5932434435620546,128.06318497745477,0.0,-9.817505546456353
cloudy,0.5409407967126313,0.3329270158592422,88.36004035539952,0.3367057914700232,-6.010550738709167
snowy,0.2683464867962054,0.5497006605766133,80.89441546346444,0.9103669902759496,-20.94781502947648
snowy,0.3127597650131905,0.5164295716811809,63.46940246015256,0.6742790517807725,-15.955709043289426
sunny,0.7372483234726289,0.7278836265122749,127.5455505201298,0.3513002533932259,-3.681738734605457
sunny,0.7340175214636815,1.0,129.92916316955225,0.2704737384807449,-8.887036525011759
rainy,0.3352355809653874,0.3445558395707079,97.07602207690152,0.7097483923454219,-10.220436080403864
sunny,0.7455139966140989,0.906829841218452,120.9238174782055,0.1936349284881337,-4.122477764982181
sunny,0.6487834355445621,0.7544135363377459,134.08000365792444,0.3294631277068033,-5.561862262175595
rainy,0.3865628616266246,0.2087870506639877,100.15318729750972,0.6264520481852787,-3.917574094564337
snowy,0.494953131410989,0.7283964929971098,91.00257931670625,0.6642767456841787,-12.311015626815042
sunny,0.6649340879005201,0.7866156583467528,93.01424049213064,0.1051871265786633,-2.875211523558499
rainy,0.5208014352567111,0.5697079868621836,119.33248817659612,0.5030107592656872,-10.106044411474336
sunny,0.7014254765484732,0.7075806376278645,116.87507988264088,0.5409487738969083,-7.265492525064364
cloudy,0.6278648858023417,0.4097005369878951,113.64856161318748,0.4434643254962097,-14.9865014924756
rainy,0.2139211604196172,0.4267683712082524,132.29504445934035,0.6465739808920007,-12.920346926279391
sunny,0.8449357932965438,0.8542005917442613,119.7017409765095,0.1306217924085762,-14.375440052290408
rainy,0.4605744343531746,0.5539345064610144,105.19752731881825,0.4236442961350118,-11.939691638018823
cloudy,0.6541462623200283,0.4542340060420618,116.1152025218241,0.1471109311421471,-14.84003149945637
snowy,0.42578133628558,0.4204375591703619,69.09028193446929,0.9332615558178254,-17.54045775170618
snowy,0.3710805107016172,0.3274826914548711,79.4390134179973,0.6522605855327185,-9.448026400909544
snowy,0.5971085318732595,0.3089831601526627,109.01075441168253,0.6777317645446476,-17.459157875334096
sunny,0.7675814078320847,0.708494986487143,134.77144804059674,0.0,-7.211779157292206
sunny,0.6864621123929496,0.5510405845022177,123.28485583374918,0.2767270552878787,-10.13815639712777
cloudy,0.7219607619706376,0.6149827576497093,106.71289578174878,0.767629702953214,-8.254801989293819
rainy,0.4437123026737843,0.1580785875907588,99.9466533068828,0.8172387243895118,-7.5190537575141105
cloudy,0.5287652727669399,0.3353293050766283,89.47656506689437,0.0530489995210662,-8.161974146482368
sunny,0.8922656550558179,0.8768224662722781,139.12439689037035,0.0184401908325817,-8.869268240374339
rainy,0.4612165183703267,0.4314796775060936,105.410791258528,0.4403976668444386,-16.8833071654976
snowy,0.3550145396150465,0.2248632747613537,91.47991714277208,0.7664116347476253,-15.220600592416444
cloudy,0.6285445915827172,0.4937990937528193,155.08088691044827,0.025969076691649,-10.672292135910892
sunny,0.6961283485705505,0.6471220985735036,109.462658077803,0.4591127429942151,-2.5790013397879523
cloudy,0.5416836177058254,0.6046415424238939,73.9685904153628,0.5342999057000496,-10.626456825642515
rainy,0.4939614979900375,0.0,128.7784103337679,0.1793301761879925,-14.158564395169163
sunny,0.8321719289359942,0.772476362098092,121.96426843879183,0.2402244171432974,-5.7910271539153975
rainy,0.5347410980320222,0.0168414010192201,100.54246763510072,0.8252440861086794,-11.26253653915782
snowy,0.6135239844947132,0.3955647924277881,114.35574591159552,0.3502249718383455,-13.665661745776127
sunny,0.4926887634119434,1.0,130.74370701242432,0.1398117591020264,-8.518913053182395
rainy,0.401963888654785,0.63332763547641,94.02869406283244,0.7686960974012972,-15.543319769847244
cloudy,0.6121441282443416,0.4332462929254804,114.94557443146772,0.1917625657392517,-7.458662245269801
snowy,0.440864497803427,0.6992033192675708,113.4687931903402,0.4965039073252884,-22.285696139496036
sunny,1.0,0.5413971855037116,99.91389528140893,0.0665294015977385,-5.6119007688721485
cloudy,0.4464203685652919,0.4271167801797362,97.91692255856267,0.2637564752815637,-8.574335230230245
rainy,0.1911547762283051,0.3605234680300258,103.8754892477704,0.4336364869879363,-11.370746572432582
rainy,0.2614524486945976,0.3285872227591945,120.81340385938432,0.5079566338484198,-20.712852121167707
cloudy,0.6487047596374004,0.5616894088877555,113.66304743766968,0.4563047210185854,-7.543212431126751
rainy,0.7486480319832958,0.555947238801294,124.40997200744746,0.4165152546175358,-16.20151852988056
snowy,0.364997393953698,0.6566341597538805,89.60559560324582,0.6066005650882605,-5.00844288534741
sunny,0.757121873099381,0.7504662825278455,143.48430343377115,0.3934894547927361,-6.378990783335928
rainy,0.3217522828637428,0.298274784237382,86.41903672443846,0.6987502246509087,-9.961225023475642
cloudy,0.4352799432762383,0.3166499890655846,83.06915427982355,0.3273049992077353,-10.739313416878831
rainy,0.3680513462231,0.1350744876623675,91.55002068537368,0.2747274671691019,-12.891149392975056
sunny,0.7016500626402346,0.9492946600274156,94.2339301296172,0.0977578171204349,-5.161576987256977
sunny,0.7443211964762838,0.8706855452377255,133.93417461813317,0.4831885957294199,-4.495406469327107
sunny,0.8209866661128612,0.7193897123341727,129.16307640938055,0.0,-4.3874289646305
sunny,0.7348612714523881,0.8116757877023945,143.7873811589689,0.0574195689221387,-9.329479773108169
sunny,0.7261722950365975,0.881481540612228,118.19529274883342,0.3767277279225777,0.0
rainy,0.5337327863321306,0.4257875025306882,113.58907930556587,0.46950106606976,-12.108876997041095
cloudy,0.3689682948777893,0.2436816778869883,115.3402873371196,0.3693392569323641,-11.363985511752157
snowy,0.1501756443339899,0.6304519299680547,85.77033539552387,0.9371966255215348,-14.876229811286004
sunny,0.8880221476823956,0.6930470212286158,135.88988076221972,0.2042490117624411,-6.695137018156427
cloudy,0.4053406281728546,0.7299587932552375,124.89170388572158,0.4886082348511816,-13.034874270919396
rainy,0.5082827521918823,0.2497389504779947,100.23346697143504,0.8781446336187286,-12.036967411874205
rainy,0.6642507459395869,0.4107603501597915,78.74824623541082,0.6269027486990533,-12.366233420169976
cloudy,0.5824712512080024,0.7192452988784922,108.5070758435751,0.754419796685884,-9.984532144382998
rainy,0.4387856154880037,0.2967845342765579,102.02126299737412,0.5821489610105286,-9.228225282833666
sunny,0.6035032446596811,0.796443012286375,115.702806641105,0.1737547944928733,-6.331383040732544
sunny,0.713360733741718,0.9198351858268872,143.43377911713844,0.0,-10.643491794472322
rainy,0.5979261071836068,0.1924555864012197,131.28557070165093,0.4863838323496653,-14.440761792607304
rainy,0.5631965425758914,0.5386940495550729,90.66257907558752,0.380791352096352,-7.269483118233332
snowy,0.2701628020831967,0.245021239077226,87.2391881347494,0.7851192601644461,-20.84623471944541
