energy,valence,tempo,acousticness,loudness,weather
0.9336578388002703,0.7105276433863414,107.78073869345413,0.39536839758539244,-5.060041852680836,sunny
0.1773086944567539,0.45751201392831875,53.00374583221256,0.7441674565021673,-11.690775091781495,snowy
0.44223204654921877,0.2553563058069132,104.43740399344887,0.7860822449134872,-9.963964645584648,rainy
0.6284633140693731,0.7038305797100197,113.22676025472514,0.2264073699551284,-7.099206761336903,sunny
0.8606559041909105,0.642157287243122,109.64077508271072,0.037986110091350604,-3.805730690479656,sunny
0.2928406150486248,0.21568060026847896,78.28124677291538,0.9269742315072718,-19.524822427928896,snowy
0.8915924246623266,0.8001437784862242,155.5878278773711,0.27682022121589794,-6.215087852656681,sunny
0.3324591504120131,0.2806032078154838,60.24699904672048,0.8352809067793562,-16.838610397994742,rainy
0.17577580200541726,0.20935247273357638,64.94601185491936,0.7856600077165514,-19.665620144389024,snowy
0.3252233009446337,0.4140048757653657,96.17100568442925,0.9024653315580984,-16.377665942175206,rainy
0.20915007498171484,0.24600542093482408,79.8461638100798,0.6600676003268167,-11.892199289242317,rainy
0.5389940266242952,0.48453732393148513,98.79217285794726,0.32331372551751764,-6.902398950105251,cloudy
0.515308997990228,0.5435122765297071,86.27610496584481,0.31186725196878395,-9.79374895123474,cloudy
0.5230139508029396,0.597235359456739,100.97018882150947,0.31562172186638093,-8.840430344461264,cloudy
0.419898933774593,0.5781664296579268,83.27753756152585,0.46105774395078547,-10.531529522178436,cloudy
0.5452169702967701,0.4870029188680447,108.79987210509785,0.40961005246519583,-9.699113264549744,cloudy
0.24718407276945975,0.4364479364407119,50.38801419692169,0.6890155311165975,-12.703933507646575,snowy
0.39126724140656394,0.23866391657319477,68.35169730460376,0.7617275072417169,-11.432198952757059,rainy
0.9594242418699357,0.8059733399653037,120.60320213065864,0.12310836211725965,-6.274915800377169,sunny
0.6217328139291615,0.8993537398704925,134.25264501036858,0.17055934272064902,-4.083063900020808,sunny
0.3810560290273046,0.3853083758565773,55.47866538176943,0.9378585182794696,-10.742483069446946,snowy
0.2778954243266482,0.2621847567649207,50.482797412024716,0.9048942643440523,-11.534492241801372,snowy
0.506664709571921,0.48135474971440106,116.83083398544301,0.3058203736854646,-10.989356693208508,cloudy
0.8810162006139228,0.6273834877334312,112.45245617234221,0.22263137140086134,-3.940268826810583,sunny
0.5659131662856737,0.4988741622091516,88.40471103760858,0.3699562663264849,-9.542634436424944,cloudy
0.8071842110850316,0.869458166989963,142.96299839452865,0.23423507354904502,-5.709856917080657,sunny
0.43680895441004275,0.5352391492713078,109.7341158228005,0.37535760138134017,-8.89005646176106,cloudy
0.37509683355526163,0.47519407263867286,90.97451730048073,0.9826458484333832,-12.227209707668688,rainy
0.537553841273147,0.48126644619275355,81.91125458725621,0.42482120112260585,-9.454889665524142,cloudy
0.9560564549584059,0.682500845534461,120.52645725181564,0.18069579039257755,-4.109768467584004,sunny
0.5158626805576921,0.5006440829717269,94.87347138265677,0.5001110571376062,-11.564551211731736,cloudy
0.41437877681001867,0.20138960690138086,67.97723400565941,0.6485545672637626,-10.859673555331437,rainy
0.22945243595429274,0.3815304866711452,63.85064203151722,0.6839235905714005,-12.226978518560816,snowy
0.41218110864703655,0.561023841750933,105.90079182280653,0.3182049206852047,-6.775216965971321,cloudy
0.41778670366107185,0.28658916597207673,108.67444845886985,0.6103247627797947,-13.396417287980737,rainy
0.3461924681063437,0.33473702417907525,67.92643493476008,0.5152482739263773,-15.038240738988847,snowy
0.3360927398143603,0.33689777714671953,68.29266439571282,0.5194368485083447,-14.705642594587236,snowy
0.40787237596394593,0.5930897269201243,118.06809625562148,0.4195436286327643,-11.363219884145883,cloudy
0.11659971614900383,0.4438079130127347,70.22969193421778,0.760041341608292,-11.50965486716527,snowy
0.4672646788540667,0.5450652781471756,93.36182193679838,0.46803479490280453,-9.014603499667645,cloudy
0.16330200751225782,0.27437973494174217,75.94780170132142,0.6456116592891381,-13.966744343554016,snowy
0.45794559674764296,0.4293216600720007,113.64384682464406,0.5258181413477928,-8.781537701519817,cloudy
0.20698158072074777,0.3976771825730454,85.74086769648451,0.803344218766512,-10.110148400792067,rainy
0.294306794322898,0.2531031452830241,104.18929424817128,0.6906625608907953,-16.42045177164652,rainy
0.6986414539912098,0.6421381937925332,109.76745935237376,0.1864726364510228,-4.288538842565265,sunny
0.8177929331201051,0.9839451210853821,145.07062821724256,0.3066109264886509,-6.25584046270685,sunny
0.8364521213034066,0.6353539787938075,133.4224307965021,0.05813067696820165,-6.187490077342434,sunny
0.2712912631977199,0.39377517239948034,103.5921763872616,0.7587926068297134,-13.496490210945874,rainy
0.4808464322482343,0.38602182677855407,70.02623633501683,0.9838306577284134,-12.825536482449587,rainy
0.48645958419895824,0.3612186808813769,108.79326279095656,0.8575617014164523,-9.762096157787052,rainy
0.9172571495986958,0.9530239507089389,149.59306445148786,0.023426122113813543,-6.543194635811277,sunny
0.5595609362682145,0.5348587147400049,86.67149340734697,0.5037515098613978,-7.9887198293160875,cloudy
0.8294115805822293,0.7001871595169996,159.83427399421618,0.3040643719160636,-6.559077370202353,sunny
0.9831736484227082,0.6276183625258399,117.99652418662136,0.17681336837244943,-3.039321802607086,sunny
0.5285554826959855,0.5129188162580643,116.80160210183615,0.4136867729437523,-8.889602240201608,cloudy
0.2172676280049933,0.32756405134077005,109.33150614794235,0.9176789325108337,-15.107552280273454,rainy
0.49712685968266807,0.5520069803606348,119.97842724238693,0.4622481191914619,-6.7232238389286465,cloudy
0.6801898062113612,0.8286983932574995,153.84195194745593,0.059699787896589564,-5.5188038904959305,sunny
0.8814799118516203,0.7953982530639622,103.03438622945373,0.2375122527773809,-7.995282923661844,sunny
0.41360746281833394,0.48129254359041446,117.95161990767673,0.5861110879475124,-6.517112864250334,cloudy
0.433144074778231,0.380155058130096,84.85873820042136,0.6354401718718469,-15.297523078692167,rainy
0.36838315927084886,0.30370018499715895,85.63442555082543,0.6416438597536666,-12.766703688052587,rainy
0.23525787403313148,0.22483960037753795,79.69322028270793,0.6473344763693549,-8.061516111003018,rainy
0.2366505085657661,0.30066716050899717,55.72325581669256,0.7089847717932636,-16.347557983846283,snowy
0.43127242832897505,0.402656240691716,104.15171029144472,0.584070869838155,-11.343864581343126,cloudy
0.5932548595496372,0.49186073764261473,117.75065528848057,0.39250563650285963,-9.504518074214943,cloudy
0.14935761171784373,0.393326950888945,70.27080162871152,0.9007084054543135,-13.546543767493922,snowy
0.9864190020514709,0.8971525974671756,155.2443790205581,0.291511221780259,-6.355886910756953,sunny
0.8665541654312825,0.8467134431410165,129.16782911289545,0.0064973772837814804,-3.238066238006377,sunny
0.4435175879863289,0.44686501313010535,80.84147609841875,0.5601456453003366,-11.54914228093448,cloudy
0.49700359750480827,0.5643678645505805,86.75437157468141,0.32355296053608296,-8.260965452806877,cloudy
0.43613150826226066,0.5813971036876487,82.04897185617253,0.5709820866716742,-7.232022645612666,cloudy
0.2697589220678859,0.38867154347708455,57.199984664427475,0.7339245916460215,-19.284969756683648,snowy
0.7129914975908107,0.7087784157673795,136.7098612061933,0.24174372788590845,-3.958658943918609,sunny
0.5052188026503084,0.432913211685867,117.62760750892927,0.4449198735579908,-8.41730027990698,cloudy
0.41074522519613277,0.4630296910285248,83.99694173585618,0.7904072517475066,-10.973662269144837,rainy
0.4120572031542852,0.45870911262402353,109.38611948680158,0.6866959200363103,-9.204181450484707,rainy
0.922862214945953,0.9351633499407215,153.09130706176026,0.19139642804287568,-5.8890388305966095,sunny
0.4599858794946132,0.4209320880692963,111.93814020204762,0.5316802670512517,-6.323546291587012,cloudy
0.5532490945520758,0.5075162276103029,101.12710885692069,0.5313729222099534,-6.770688861250513,cloudy
0.4632416040581159,0.23123257459537216,72.90667163505637,0.9044486148172632,-13.690147794867038,rainy
0.2508478240058278,0.2417816217990162,94.27826436144858,0.9903495019640215,-9.210210997177327,rainy
0.23033680283683708,0.35770705469080577,93.34321287730522,0.8413950666385819,-15.115945621812543,rainy
0.5826459372558541,0.43517805668373244,92.75269291492019,0.4582738867276051,-8.991351157812536,cloudy
0.7178477585384773,0.9003759193453273,119.57523508246881,0.03249185392266907,-6.765714862021335,sunny
0.3281323365878769,0.31067409187093176,87.54286853045696,0.8760019563282663,-11.32080001196373,rainy
0.2270869310163225,0.23053474178612113,68.03799480241541,0.9968632059293251,-13.287128326018355,rainy
0.28699433012771725,0.48914529835645415,68.28095808770502,0.6614505342889505,-19.81475423254044,snowy
0.3012845514210884,0.35963404557959466,71.00916009749056,0.9181799843158917,-12.726003778773237,rainy
0.11474824874651446,0.39922223635995024,60.50534449464294,0.9664231106801495,-16.538927592176048,snowy
0.28833466762087573,0.23506941221250924,99.82686454880881,0.8141240525810367,-17.061427151766438,rainy
0.3346005476781825,0.429728996314262,77.86028733907557,0.8118766921846163,-14.41768249720339,snowy
0.3259938795637771,0.2543750766654656,67.9564689037116,0.5630678931478825,-14.373112442092706,snowy
0.379597545259111,0.4441385059120846,96.61124432047805,0.7364991310504625,-15.504538001504939,rainy
0.2532318631339169,0.27145483431401796,66.5436830359175,0.6986715458086492,-11.989258331997672,rainy
0.5520800134574966,0.4704962093886702,82.51629904072095,0.35349945372846486,-6.658675976672664,cloudy
0.6187407634110412,0.8893791271400004,149.54265709364,0.38612108945215995,-3.7693789473488426,sunny
0.19079210219104437,0.4739617885442517,54.94289962397962,0.5996904095053135,-19.639626225008126,snowy
0.4032693085526847,0.25201207858842645,90.84634591878711,0.752249317390632,-11.136728033139025,rainy
0.811863889578248,0.7897020083907814,135.76491731429837,0.2592933875231384,-3.7123469612403817,sunny
0.392986465532706,0.3359866504244083,70.53310945028333,0.8624647350724286,-13.77965739872361,rainy
0.4363635305674678,0.45162152863468297,105.07331617660269,0.5563546307732248,-10.552533983771832,cloudy
0.4195981825434215,0.2928582848858983,103.64729179382041,0.6102568263225743,-8.937454194789634,rainy
